word,translation,audiourl
sēmāk,right away; now; immediately; at once,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5b0e1bc5-32ca-4b26-bfc3-5c6e5bc0c0f7/38c.mp3
sēnikēwin,The act of wringing out liquid from a cloth (or clothes),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3799f0c1-8687-4674-95ae-7b389a110ff8/538a.mp3
sēsēp,A duck,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/32e12ebd-4c63-4ff1-8d9c-b8290041054d/106a.mp3
sēsēpak,Ducks,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e376feaf-a95c-4693-a97b-b76b49bb481d/486a.mp3
sēsēpaskihk,A kettle,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/114db88d-6a73-488a-9cc7-48d53862241a/861a.mp3
sēsēpisisak,Ducklings,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/26334bfa-c438-4a01-8062-ee7b64c4baea/864a.mp3
sēstakwaya,Wool or woolen articles,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/39538c5c-1986-46b7-b292-f6b89b117fb6/619a.mp3
sēwāpoy,A soft drink or pop,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1dfd4ce9-9883-4fb5-9cc6-7e288582af53/460a.mp3
sēwāpoy,sweet liquid,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b62744d8-8c3c-4422-89d0-41a05eb4982b/843a.mp3
sēwihtākan,Salt,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a24889e1-5744-4c61-8cfd-22f2130bf11a/804a.mp3
simākanisēw’ kamik,A police station building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5bfd26d5-a018-4a3a-9fcc-1279af1802f6/946.mp3
sipwehtē,Go away. Leave (root word is walk=pimohtē),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/65bf19ff-f8b7-41fb-bfc9-698d501f1089/488a.mp3
sohkakihtēw,It is expensive,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/58b1c41f-e8ae-48ec-a5ff-fe3745c2ee00/952a.mp3
soniskwatahikēwkamik,Skating Rink,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/63852344-369d-4fe6-9c78-92a0dee3f6b3/773a.mp3
sōhktisiwin,The state of being strong or having inner strength,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3ed242be-0f89-4193-90f0-c5938a034b12/963a.mp3
sōminahtik,A vine like plant,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/15d9cc25-be52-44c4-b2c7-73ea7d9e7ce1/831a.mp3
sōminapoy,Wine,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/42443e64-7c8e-49a4-94c6-0e28e504400b/537a.mp3
sōniskwātahikēw’ kamik,A skating arena building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/798119fe-7c48-4f76-93a2-85763cc9d565/773a.mp3
sōskwāch,Might as well proceed. Just as well.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f5f34069-9135-463b-8f18-e7d4c9fec429/605a.mp3
ta or tah,reduplicative prefix- always or keeps doing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0e658986-4369-4864-a55e-86f64676c1b4/546a.mp3
tahkascēkana,Fridges,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/38bead2d-3a83-47ec-a868-a95a040bea11/872a.mp3
tahkascikan,A fridge,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f5ce569c-2428-48f8-86dd-11bc730072d7/786a.mp3
tahto,this is a prefix means - each and every,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cbf8edbb-4a72-4cc1-ad40-ec890780c8b1/139a.mp3
tahtokēsikāw,each and every day,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4d025cd3-385f-4c49-9ad8-d60c43031650/934a.mp3
tahtotipiskāw,each and every night,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/807d89c5-eb0f-49f9-9892-34f58b6aa8d8/883a.mp3
tahtwayisiyniw,Every person; each person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ef46e5f2-f3b7-427a-8e71-60369113e244/935a.mp3
tahtwāw,each time and every time.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7ef384a4-f406-49dc-99cf-6cd2e063334b/385a.mp3
tahtwāwiyak,Each one; every one,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bf6bb026-3db0-4306-af22-ebdf45d3f3b5/729a.mp3
tako,in addition to:,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4fd8b809-2755-46c4-b996-a9d689ee4aa0/3c.mp3
takwahhiminā,Chokecherry,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d217304f-1b23-4208-bde5-1b92755af9f8/983a.mp3
takwamohcikan,an instrument used to clamp things together,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e8173dad-b6b9-4ed9-9fe9-d18e77436b29/881a.mp3
takwākin,It is autumn.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3bd99cee-8b51-433c-a753-edbc8929fba2/481a.mp3
tanehki?,Why?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b532cc8e-b2b3-4f29-9f35-e909e557c52e/453a.mp3
tanihi,Where are they (those things),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2187366a-d6b7-4709-b259-48fba342d66f/265a.mp3
tapasē,verb command,
taspwāw,"therefore, and so",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/223cb206-a8c6-47aa-bfee-7a1b99f6dc31/386a.mp3
tāhkāmāpoy,Cold water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b2283ede-3172-4d52-90d1-3fa58cf64aec/877a.mp3
tāhkōhch,on top of (eg building hill house etc),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dd3dc33c-7f46-4b07-84c1-f650ba10423f/384a.mp3
tāna,Which one (animate) person or something with living properties,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e5a5bef4-2c24-4de4-a5d2-a00e4fba02f2/140a.mp3
tānanima,Which one? inanimate thing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/06adec2d-6413-4915-9686-284022126fb0/489a.mp3
tānēhkanima,Why is it?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/af01cecf-b41d-4038-863b-f827101d870a/874a.mp3
tānihi,Which ones? (things plural- inanimate).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f0085251-4fba-4769-ab5d-bb3c58e63b33/265a.mp3
tānimayikohk,How much?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/10501c22-ab34-421e-926b-29a752e92efc/875a.mp3
tānisēkwa,and How are you ?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/69356a6b-df8c-42c5-986d-b1124d876d56/751a.mp3
tānisi,How are you?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/492110f0-38ec-4468-ad7f-69e48c48a17b/253a.mp3
tānispēhk,When?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4383cccc-7d96-437c-ba11-3253c8b2caa4/744a.mp3
tānita,Where is it at (nearby),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0b335067-a606-4be4-b36b-783fd94112e4/258a.mp3
tānitahto,How many,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3f74a66a-0aed-4597-9023-563fa78fba45/626a.mp3
tānitahtwāw,How many times?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f8384fe2-32f3-4033-a5a8-61dd7c7221f8/884a.mp3
tānitē,Where? (over farther),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cb9c78fd-aaad-4cd5-895c-cbaebaf05a3a/415a.mp3
tāniwā,Where is she/or he?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e0d2de19-631c-4328-877d-fa32830fd8bb/440a.mp3
tāniwehkāk,Where are they? (plural-people or animate things ),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/932317d7-3c37-444a-a527-fea8247c3034/807a.mp3
tāniwē,Where it it?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d81c4ca8-fdf2-4d1e-b74a-e19420a87de0/422a.mp3
tāniwēhā,Where are they? (those things- inanimate objects),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8f452044-2d90-40fc-9f13-f9690602ec99/734a.mp3
tānsāwa,What is it with him/her?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2aa41d2d-c434-4cd3-8373-dd2064d795ed/476a.mp3
tānsēsa,How was it?,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cb4733b5-e21f-4bd6-b1ac-0e30949a01ab/475a.mp3
tāpiskōch,Just like; as; equally,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9f1619d8-1504-417a-ad4e-97419977a4f7/735a.mp3
tehtapiw' askisina,one who rides boots,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6c748f89-e130-4333-8de3-e723e05f18eb/827a.mp3
tēpakohpōsāp,The number seventeen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3dc567c0-b723-4542-a043-fd117cf52dd7/1001a.mp3
tēpakohpwāw,seven times,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fdb2ba1d-90a5-4f3b-873f-f20a8f220ce1/792a.mp3
tēpakōhp,The number seven,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/36d49dcf-ea1f-4e5b-b8f9-d639f24898fb/662a.mp3
tihtipahpinewin,Rolling in pain.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a570e1eb-acda-477d-b847-97a4b2ed7671/993a.mp3
tipāpiskōcikan,A weigh scale,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cbbec2c1-95ff-422e-8cf4-f41387f2f6c5/1015a.mp3
tipiskāki,when it gets dark,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ca52e57c-12a8-4245-a317-0639c8385ab3/606a.mp3
tohtōsāpoy,Milk,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8595795f-7cac-4b22-b7f4-032ef3658f5e/80c.mp3
wa,Reduplicative prefix: To always or keep doing something,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/03a7939e-bbf3-41e3-824a-fa582eb35d95/2c.mp3
wapiskatim,A white dog,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6573e2d2-6c5b-4c5b-8bc0-4d7e5ad0d4e5/595a.mp3
wawēsēw,He is well dressed.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6b9699c9-b56d-4944-9f10-94a3d74c85bf/97c.mp3
wawēyēw,He is getting ready (like getting dressed to go out).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/099cccc4-4bf7-45ef-8c80-06561f5ba8bd/98c.mp3
wawiyas,It is funny.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c4591aa7-5d55-400a-ad70-522c676f4170/45c.mp3
wayawēw’ tēhtapowin,An outhouse,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a45e57ce-1b2d-4556-b881-51bcf83021e9/1039a.mp3
wayāwēw’ kamik,A washroom or bathroom,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0c96b995-b321-40ea-93b4-ac8c7e2e9a72/1039a.mp3
wāhiyāw,Far away,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2a57ef2e-78e7-4ea8-aea7-4f32825466c2/387a.mp3
wāpim,See him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/49236520-d6bb-4ed2-93c3-8f5ba9e2c9b0/223a.mp3
wāpiskipahkēkin,A prime white hide,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2705b42b-2322-4f36-989f-82b79dedfebf/987a.mp3
wāpiwin,The ability to see,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/02255bb3-a757-44c9-94a2-1c6fed8a7fc0/355a.mp3
wāposak,Rabbits,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3b81f765-60ca-43b5-8224-63de02400521/450a.mp3
wāsakām,All around an object or area also a prefix,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a94de489-dd75-4156-82fc-65abb8684070/328a.mp3
wāsaskotēnikan,A lamp or lightbulb,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5cb0302b-2ad8-432c-b2eb-ea86c8d9137a/1010a.mp3
wāskesiwak,Elks (plural form of elk),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/05ba9058-322e-45ca-91f3-137dec9cdc0b/762a.mp3
wāskēsōw,Elk,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/043a0f00-5f0a-4225-b13a-9912b358def0/362a.mp3
wāstāhikēwin,The act of waving one’s hand,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d1cba44c-ef7d-474d-b628-9b2dd983eb2e/981a.mp3
wāwēs,especially,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/57cfb28b-384c-42a7-a644-445d97fdfb0d/255a.mp3
wāwi,An egg,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c71575f7-f837-4afb-9233-41a012b60d92/98a.mp3
wāwiyak,too much,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2b96c888-60a1-4a14-8d6c-b9ffe409830d/413a.mp3
wāyipēyāw,Waterhole,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f4b5f9fc-e047-4830-a512-f5d1e1ce5ba3/789aa.mp3
wēkihtōwin,Wedding,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f3efd049-ba36-4836-a402-5d0a31bc62ab/721a.mp3
wēkinikan,Wrapping cloth or paper.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9278060a-54dd-434d-9c96-98c592acd50d/533a.mp3
wēkiw,He lives in a house.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a0a9c696-3be1-42f6-8ed1-5c1d35d30aa9/30c.mp3
wēpayōwēwin,Wag or the act of wagging the tail,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/56ce2f3f-c395-4a3c-a760-11fecf14475e/992a.mp3
wēpin,Throw him away,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8441f82a-8dd0-4b62-9f19-5d57ea2fc1ed/222a.mp3
wēpina,Throw it away,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c5323092-72bb-4e42-b87c-29dfaaf2d452/36c.mp3
wēsakacihp,groundhog or woodchuck,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/052fec2d-dc90-433c-b86c-184275a1628b/818a.mp3
wēskacān,A whiskey jack,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/39c8df7b-7f81-4a87-add2-06dddcef1234/390a.mp3
wēyas,Meat,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1309b8a0-aa2c-4234-8793-8f946efd4ae0/228a.mp3
wēyatwēwin,Wit and humour,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2194c6b3-aa8f-40ff-8db6-547181bef9c0/604a.mp3
wēyākan,A dish or plate (singular),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cc451863-9dcd-476c-9541-6551ef9c10fc/461a.mp3
wēyākanēw-kisēpēkinikan,dish soap,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/81edcc9c-51a2-4c69-9259-d3c5cf7bd93e/612a.mp3
wihcēkaskosēy,An onion,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d9060a20-89c9-466d-884f-aeee9d0839be/938a.mp3
wihkāch,ever,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c95755ce-ce76-41c2-b4b5-fb07ee1d0734/412a.mp3
wihpēm,Sleep with him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f38a42ed-25e0-46a9-b912-49d025b95a37/246a.mp3
wihtaskāta,Sing words into a native song,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ec9bb1aa-c060-4ed8-9b7e-13e3dbb9da05/740a.mp3
wihtāmaw,Tell him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/feb3b258-f23d-4979-9ec7-6890d8c775c8/411a.mp3
wiya or,the third person;,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2d446c29-0ecc-458e-9c8a-2aa06ed43b1d/879a.mp3
wiyawāw,"they, theirs",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ff81f2ed-3995-447e-917a-6da0d876afe6/518a.mp3
wiysta,him too; he also (this third person too),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3e0af3b4-4648-4a5f-bcc1-ecc5daaac484/212a.mp3
ya or yah,reduplicative prefix- means always or keeps doing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7745d312-16bd-4947-8dfe-1523ccff7c53/519a.mp3
yōtin,Wind or it is windy,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b77ceae5-05e8-4a38-990b-42c1d29aa002/86c.mp3
